client_id,sess_id,avg_bitrate,session_data,q264,q396,q594,q891,q1337,q2085,q3127
1526.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1527.00,0.00,481.80,144540.00,9.00,37.00,2.00,12.00,0.00,0.00,0.00
1527.00,1.00,327.56,44220.00,17.00,8.00,2.00,0.00,0.00,0.00,0.00
1528.00,0.00,728.21,2672535.00,97.00,135.00,205.00,164.00,120.00,13.00,0.00
1529.00,0.00,775.65,244330.00,5.00,0.00,36.00,14.00,4.00,4.00,0.00
1530.00,0.00,1323.65,225020.00,6.00,0.00,0.00,0.00,20.00,8.00,0.00
1531.00,0.00,784.16,1148795.00,26.00,65.00,61.00,82.00,47.00,12.00,0.00
1531.00,1.00,510.47,81675.00,9.00,12.00,2.00,9.00,0.00,0.00,0.00
1532.00,0.00,729.84,2623760.00,128.00,120.00,177.00,156.00,121.00,15.00,2.00
1532.00,1.00,264.00,13200.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
1532.00,2.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1532.00,3.00,440.00,99000.00,12.00,15.00,18.00,0.00,0.00,0.00,0.00
1533.00,0.00,476.14,83325.00,20.00,4.00,0.00,11.00,0.00,0.00,0.00
1533.00,1.00,264.00,25080.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00
1534.00,0.00,507.58,223335.00,46.00,0.00,21.00,18.00,3.00,0.00,0.00
1535.00,0.00,310.59,26400.00,11.00,6.00,0.00,0.00,0.00,0.00,0.00
1536.00,0.00,698.35,890400.00,36.00,69.00,60.00,33.00,57.00,0.00,0.00
1537.00,0.00,706.92,3488635.00,165.00,206.00,221.00,262.00,97.00,33.00,3.00
1538.00,0.00,1007.08,1163175.00,31.00,19.00,10.00,58.00,102.00,11.00,0.00
1539.00,0.00,732.74,1289615.00,55.00,53.00,111.00,76.00,43.00,12.00,2.00
1539.00,1.00,605.74,427050.00,46.00,11.00,38.00,34.00,12.00,0.00,0.00
1539.00,2.00,286.00,21450.00,14.00,0.00,1.00,0.00,0.00,0.00,0.00
1540.00,0.00,746.53,63455.00,7.00,0.00,1.00,4.00,5.00,0.00,0.00
1541.00,0.00,700.96,4367005.00,160.00,265.00,350.00,291.00,161.00,15.00,4.00
1541.00,1.00,1033.46,268700.00,11.00,9.00,0.00,0.00,26.00,6.00,0.00
1541.00,2.00,694.71,1799305.00,112.00,82.00,113.00,130.00,75.00,4.00,2.00
1541.00,3.00,817.26,2631590.00,52.00,115.00,121.00,215.00,125.00,13.00,3.00
1541.00,4.00,575.59,469105.00,40.00,28.00,48.00,43.00,4.00,0.00,0.00
1542.00,0.00,900.01,1638010.00,32.00,47.00,81.00,116.00,46.00,42.00,0.00
1543.00,0.00,1067.83,1361480.00,15.00,43.00,29.00,70.00,45.00,52.00,1.00
1543.00,1.00,745.10,465685.00,13.00,28.00,43.00,19.00,13.00,9.00,0.00
1544.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1544.00,1.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1545.00,0.00,677.08,40625.00,6.00,0.00,3.00,0.00,2.00,1.00,0.00
1546.00,0.00,430.53,165755.00,32.00,29.00,11.00,0.00,5.00,0.00,0.00
1546.00,1.00,649.30,1256395.00,96.00,59.00,65.00,133.00,34.00,0.00,0.00
1547.00,0.00,595.44,148860.00,10.00,28.00,0.00,0.00,12.00,0.00,0.00
1548.00,0.00,1101.40,495630.00,5.00,0.00,9.00,44.00,18.00,14.00,0.00
1549.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1549.00,1.00,461.48,66915.00,22.00,0.00,0.00,4.00,3.00,0.00,0.00
1550.00,0.00,645.28,593660.00,40.00,29.00,63.00,23.00,29.00,0.00,0.00
1551.00,0.00,453.00,99660.00,11.00,16.00,15.00,2.00,0.00,0.00,0.00
1551.00,1.00,595.94,50655.00,8.00,0.00,0.00,9.00,0.00,0.00,0.00
1552.00,0.00,745.32,525450.00,26.00,29.00,20.00,30.00,36.00,0.00,0.00
1553.00,0.00,378.00,41580.00,9.00,9.00,4.00,0.00,0.00,0.00,0.00
1554.00,0.00,597.94,200310.00,19.00,3.00,21.00,24.00,0.00,0.00,0.00
1555.00,0.00,563.73,155025.00,13.00,16.00,11.00,12.00,3.00,0.00,0.00
1556.00,0.00,590.31,605065.00,58.00,77.00,7.00,48.00,4.00,11.00,0.00
1557.00,0.00,545.33,57260.00,7.00,1.00,11.00,0.00,2.00,0.00,0.00
1558.00,0.00,355.67,32010.00,13.00,0.00,5.00,0.00,0.00,0.00,0.00
1559.00,0.00,473.18,146685.00,26.00,11.00,14.00,11.00,0.00,0.00,0.00
1559.00,1.00,813.54,1716575.00,41.00,40.00,104.00,139.00,98.00,0.00,0.00
1560.00,0.00,802.29,433235.00,24.00,1.00,18.00,43.00,20.00,2.00,0.00
1561.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1561.00,1.00,264.00,17160.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00
1562.00,0.00,911.85,1272030.00,46.00,27.00,54.00,57.00,66.00,29.00,0.00
1563.00,0.00,738.38,147675.00,5.00,0.00,10.00,25.00,0.00,0.00,0.00
1564.00,0.00,854.68,1354670.00,24.00,27.00,78.00,125.00,47.00,16.00,0.00
1564.00,1.00,374.00,22440.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00
1565.00,0.00,1013.82,86175.00,10.00,0.00,0.00,0.00,0.00,7.00,0.00
1566.00,0.00,264.00,9240.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
1567.00,0.00,454.38,177210.00,27.00,16.00,31.00,4.00,0.00,0.00,0.00
1568.00,0.00,757.69,367480.00,28.00,12.00,11.00,19.00,26.00,0.00,1.00
1569.00,0.00,737.18,3708010.00,159.00,184.00,233.00,240.00,164.00,25.00,1.00
1570.00,0.00,783.15,180125.00,11.00,3.00,5.00,16.00,11.00,0.00,0.00
1571.00,0.00,733.48,205375.00,14.00,7.00,8.00,14.00,13.00,0.00,0.00
1571.00,1.00,681.56,368040.00,22.00,26.00,30.00,10.00,16.00,3.00,1.00
1572.00,0.00,330.00,49500.00,18.00,10.00,2.00,0.00,0.00,0.00,0.00
1573.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1573.00,1.00,910.45,550820.00,19.00,1.00,27.00,37.00,30.00,6.00,1.00
1573.00,2.00,510.00,56100.00,5.00,1.00,16.00,0.00,0.00,0.00,0.00
1573.00,3.00,739.25,432460.00,17.00,24.00,34.00,16.00,23.00,2.00,1.00
1574.00,0.00,574.44,517000.00,47.00,68.00,35.00,8.00,13.00,9.00,0.00
1574.00,1.00,484.17,99255.00,11.00,27.00,0.00,0.00,0.00,3.00,0.00
1574.00,2.00,372.90,37290.00,11.00,4.00,5.00,0.00,0.00,0.00,0.00
1575.00,0.00,369.00,20295.00,6.00,4.00,0.00,1.00,0.00,0.00,0.00
1576.00,0.00,1018.45,1196680.00,18.00,0.00,29.00,93.00,85.00,10.00,0.00
1576.00,1.00,702.00,84240.00,7.00,0.00,5.00,9.00,3.00,0.00,0.00
1577.00,0.00,264.00,10560.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
1578.00,0.00,698.59,730030.00,28.00,35.00,60.00,58.00,28.00,0.00,0.00
1578.00,1.00,503.07,113190.00,7.00,9.00,29.00,0.00,0.00,0.00,0.00
1579.00,0.00,573.28,123255.00,6.00,20.00,0.00,17.00,0.00,0.00,0.00
1580.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1581.00,0.00,1224.53,91840.00,7.00,0.00,0.00,0.00,3.00,3.00,2.00
1581.00,1.00,692.40,983210.00,23.00,87.00,66.00,73.00,31.00,2.00,2.00
1582.00,0.00,427.86,62040.00,20.00,0.00,3.00,6.00,0.00,0.00,0.00
1582.00,1.00,673.05,144705.00,11.00,5.00,0.00,27.00,0.00,0.00,0.00
1583.00,0.00,660.27,709795.00,26.00,67.00,29.00,74.00,19.00,0.00,0.00
1584.00,0.00,360.64,25245.00,9.00,3.00,1.00,1.00,0.00,0.00,0.00
1584.00,1.00,801.42,7096565.00,278.00,362.00,330.00,360.00,318.00,119.00,4.00
1584.00,2.00,788.61,3623665.00,138.00,177.00,203.00,195.00,144.00,60.00,2.00
1584.00,3.00,618.84,77355.00,13.00,3.00,4.00,0.00,4.00,0.00,1.00
1584.00,4.00,735.03,1789810.00,73.00,84.00,116.00,136.00,66.00,10.00,2.00
1585.00,0.00,858.38,2497895.00,60.00,58.00,69.00,262.00,123.00,9.00,1.00
1586.00,0.00,716.83,64515.00,5.00,0.00,0.00,13.00,0.00,0.00,0.00
1587.00,0.00,646.53,2899690.00,207.00,156.00,178.00,265.00,91.00,0.00,0.00
1588.00,0.00,721.44,941485.00,66.00,35.00,55.00,41.00,61.00,3.00,0.00
1588.00,1.00,264.00,23760.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00
1589.00,0.00,784.90,82415.00,13.00,1.00,2.00,0.00,0.00,4.00,1.00
1589.00,1.00,557.46,78045.00,13.00,0.00,4.00,11.00,0.00,0.00,0.00
1590.00,0.00,630.60,1049955.00,95.00,88.00,53.00,40.00,48.00,9.00,0.00
1591.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1591.00,1.00,547.12,306390.00,37.00,34.00,15.00,21.00,0.00,5.00,0.00
1592.00,0.00,781.63,1231060.00,58.00,59.00,20.00,113.00,57.00,6.00,2.00
1592.00,1.00,767.33,1078095.00,64.00,43.00,51.00,41.00,75.00,7.00,0.00
1593.00,0.00,879.68,598185.00,14.00,4.00,5.00,89.00,24.00,0.00,0.00
1593.00,1.00,325.60,24420.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00
1593.00,2.00,336.29,35310.00,14.00,4.00,3.00,0.00,0.00,0.00,0.00
1593.00,3.00,831.91,1389295.00,49.00,55.00,71.00,73.00,58.00,28.00,0.00
1594.00,0.00,803.64,1137155.00,48.00,15.00,41.00,123.00,56.00,0.00,0.00
1595.00,0.00,733.42,968120.00,37.00,30.00,51.00,120.00,26.00,0.00,0.00
1596.00,0.00,824.69,148445.00,10.00,6.00,1.00,8.00,8.00,3.00,0.00
1597.00,0.00,906.45,589190.00,5.00,18.00,25.00,59.00,8.00,15.00,0.00
1598.00,0.00,811.14,1460055.00,49.00,59.00,71.00,94.00,69.00,18.00,0.00
1598.00,1.00,264.00,10560.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
1598.00,2.00,736.29,1502035.00,30.00,96.00,107.00,115.00,49.00,11.00,0.00
1599.00,0.00,334.12,26730.00,12.00,1.00,3.00,0.00,0.00,0.00,0.00
1600.00,0.00,646.30,500885.00,60.00,31.00,9.00,22.00,29.00,4.00,0.00
1600.00,1.00,841.60,6076350.00,149.00,233.00,324.00,424.00,200.00,106.00,8.00
1601.00,0.00,680.05,493035.00,54.00,10.00,24.00,39.00,11.00,5.00,2.00
1602.00,0.00,707.53,173345.00,10.00,10.00,0.00,24.00,5.00,0.00,0.00
1603.00,0.00,810.31,2925230.00,89.00,144.00,133.00,202.00,101.00,53.00,0.00
1603.00,1.00,404.25,32340.00,8.00,2.00,6.00,0.00,0.00,0.00,0.00
1604.00,0.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1604.00,1.00,903.22,1106445.00,26.00,13.00,89.00,47.00,42.00,28.00,0.00
1604.00,2.00,878.71,408600.00,13.00,9.00,19.00,17.00,33.00,2.00,0.00
1604.00,3.00,319.00,28710.00,15.00,0.00,3.00,0.00,0.00,0.00,0.00
1604.00,4.00,528.00,124080.00,13.00,9.00,15.00,10.00,0.00,0.00,0.00
1604.00,5.00,311.14,43560.00,18.00,10.00,0.00,0.00,0.00,0.00,0.00
1604.00,6.00,264.00,10560.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
1604.00,7.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1605.00,0.00,628.40,314200.00,22.00,30.00,16.00,16.00,16.00,0.00,0.00
1606.00,0.00,924.97,504110.00,15.00,26.00,22.00,10.00,14.00,22.00,0.00
1606.00,1.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1606.00,2.00,673.66,390720.00,14.00,17.00,27.00,58.00,0.00,0.00,0.00
1607.00,0.00,695.19,455350.00,41.00,5.00,11.00,61.00,13.00,0.00,0.00
1608.00,0.00,386.17,90750.00,14.00,26.00,7.00,0.00,0.00,0.00,0.00
1609.00,0.00,770.66,1791795.00,72.00,93.00,87.00,117.00,73.00,22.00,1.00
1610.00,0.00,727.32,2138315.00,104.00,125.00,126.00,145.00,52.00,34.00,2.00
1611.00,0.00,367.02,75240.00,27.00,5.00,7.00,2.00,0.00,0.00,0.00
1612.00,0.00,1880.55,4306470.00,17.00,5.00,8.00,16.00,155.00,168.00,89.00
1613.00,0.00,1596.07,6791285.00,53.00,21.00,44.00,68.00,295.00,290.00,80.00
1613.00,1.00,1921.99,2786880.00,5.00,5.00,8.00,5.00,98.00,110.00,59.00
1614.00,0.00,1660.18,6325280.00,27.00,25.00,46.00,60.00,268.00,232.00,104.00
1615.00,0.00,1324.20,1814155.00,21.00,23.00,15.00,28.00,108.00,74.00,5.00
1615.00,1.00,1610.22,9637185.00,62.00,65.00,93.00,101.00,408.00,258.00,210.00
1616.00,0.00,1571.04,11452855.00,83.00,63.00,93.00,146.00,533.00,329.00,211.00
1617.00,0.00,1858.99,6255505.00,25.00,17.00,18.00,36.00,242.00,169.00,166.00
1618.00,0.00,1727.78,8388350.00,37.00,56.00,58.00,96.00,328.00,145.00,251.00
1618.00,1.00,264.00,6600.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1618.00,2.00,1690.55,7886395.00,43.00,43.00,58.00,68.00,282.00,284.00,155.00
1618.00,3.00,1337.53,2434300.00,27.00,17.00,28.00,30.00,181.00,63.00,18.00
1618.00,4.00,1832.38,6953880.00,21.00,25.00,25.00,60.00,194.00,297.00,137.00
1618.00,5.00,1776.55,6715360.00,31.00,27.00,44.00,76.00,185.00,236.00,157.00
1618.00,6.00,1286.60,1145070.00,22.00,12.00,4.00,9.00,87.00,44.00,0.00
1619.00,0.00,1798.15,1051915.00,6.00,1.00,19.00,4.00,13.00,53.00,21.00
1620.00,0.00,1561.04,5128025.00,36.00,16.00,44.00,63.00,183.00,290.00,25.00
1621.00,0.00,1696.47,19789270.00,72.00,100.00,133.00,210.00,776.00,636.00,406.00
1622.00,0.00,1790.04,4045485.00,7.00,25.00,27.00,28.00,133.00,141.00,91.00
1623.00,0.00,1503.18,2465210.00,19.00,21.00,16.00,30.00,97.00,134.00,11.00
1624.00,0.00,1807.28,8774350.00,37.00,51.00,59.00,72.00,232.00,298.00,222.00
1625.00,0.00,1850.48,4552180.00,17.00,11.00,16.00,38.00,132.00,180.00,98.00
1626.00,0.00,1726.09,16717210.00,62.00,93.00,100.00,145.00,557.00,679.00,301.00
1627.00,0.00,1583.81,16297365.00,70.00,87.00,140.00,197.00,732.00,607.00,225.00
1627.00,1.00,1630.01,10122355.00,35.00,32.00,92.00,123.00,437.00,366.00,157.00
1627.00,2.00,1472.61,2864220.00,13.00,4.00,22.00,28.00,199.00,116.00,7.00
1628.00,0.00,1665.59,16830820.00,57.00,67.00,117.00,183.00,758.00,523.00,316.00
1629.00,0.00,1752.03,7437360.00,24.00,25.00,34.00,34.00,343.00,244.00,145.00
1629.00,1.00,1776.55,8696235.00,39.00,46.00,43.00,56.00,307.00,289.00,199.00
1630.00,0.00,1931.81,4085770.00,28.00,10.00,21.00,28.00,96.00,106.00,134.00
1631.00,0.00,1413.44,4671410.00,40.00,31.00,66.00,80.00,210.00,203.00,31.00
1632.00,0.00,1742.89,1071880.00,5.00,3.00,1.00,10.00,50.00,32.00,22.00
1633.00,0.00,1598.74,5699515.00,22.00,14.00,50.00,68.00,315.00,140.00,104.00
1633.00,1.00,2232.15,1462060.00,8.00,9.00,6.00,8.00,10.00,18.00,72.00
1633.00,2.00,1804.73,5901480.00,25.00,33.00,30.00,52.00,180.00,181.00,153.00
1634.00,0.00,1483.92,5831810.00,38.00,49.00,51.00,50.00,325.00,217.00,56.00
1635.00,0.00,1558.69,1363855.00,11.00,6.00,11.00,14.00,65.00,49.00,19.00
1636.00,0.00,1562.37,3999675.00,35.00,21.00,19.00,37.00,163.00,212.00,25.00
1636.00,1.00,1884.79,13212350.00,28.00,17.00,69.00,83.00,457.00,419.00,329.00
1637.00,0.00,1504.04,6708025.00,21.00,55.00,77.00,71.00,344.00,257.00,67.00
1637.00,1.00,1761.03,1840280.00,14.00,13.00,12.00,14.00,24.00,101.00,31.00
1638.00,0.00,1830.34,12061935.00,38.00,36.00,49.00,107.00,377.00,445.00,266.00
1639.00,0.00,1735.68,2256380.00,20.00,10.00,16.00,18.00,55.00,94.00,47.00
1640.00,0.00,1650.08,35295295.00,97.00,185.00,219.00,308.00,1613.00,1348.00,508.00
1641.00,0.00,1744.46,340170.00,5.00,0.00,2.00,1.00,0.00,31.00,0.00
1642.00,0.00,1726.86,2365805.00,11.00,18.00,14.00,22.00,69.00,91.00,49.00
1643.00,0.00,2259.44,1683285.00,12.00,0.00,0.00,2.00,22.00,49.00,64.00
1644.00,0.00,1822.20,6933470.00,33.00,32.00,26.00,35.00,223.00,257.00,155.00
1645.00,0.00,1635.50,11260415.00,67.00,59.00,64.00,107.00,510.00,371.00,199.00
1646.00,0.00,1718.10,15703470.00,76.00,55.00,65.00,145.00,668.00,502.00,317.00
1647.00,0.00,1449.83,1333840.00,9.00,4.00,15.00,25.00,75.00,42.00,14.00
1648.00,0.00,1203.68,409250.00,6.00,0.00,4.00,16.00,32.00,10.00,0.00
1649.00,0.00,1769.35,12925100.00,43.00,83.00,53.00,87.00,463.00,457.00,275.00
1649.00,1.00,1704.71,13935975.00,49.00,88.00,73.00,117.00,539.00,512.00,257.00
1649.00,2.00,1568.51,4689840.00,29.00,45.00,38.00,26.00,175.00,248.00,37.00
1649.00,3.00,1563.09,6291435.00,44.00,33.00,49.00,59.00,308.00,226.00,86.00
1649.00,4.00,1695.50,101730.00,6.00,0.00,0.00,0.00,0.00,0.00,6.00
1649.00,5.00,1682.92,12512515.00,51.00,43.00,58.00,152.00,465.00,542.00,176.00
1649.00,6.00,1376.14,288990.00,7.00,3.00,2.00,0.00,12.00,18.00,0.00
1649.00,7.00,1635.12,18484980.00,68.00,117.00,116.00,199.00,795.00,669.00,297.00
1650.00,0.00,1740.38,6422020.00,18.00,35.00,37.00,49.00,263.00,194.00,142.00
1650.00,1.00,1853.68,1686850.00,12.00,5.00,9.00,14.00,34.00,66.00,42.00
1650.00,2.00,1299.80,1514265.00,19.00,16.00,13.00,29.00,90.00,66.00,0.00
1651.00,0.00,1679.66,14352655.00,70.00,78.00,114.00,128.00,552.00,477.00,290.00
1652.00,0.00,927.57,250445.00,9.00,0.00,10.00,23.00,5.00,7.00,0.00
1653.00,0.00,1632.26,4986560.00,20.00,18.00,25.00,41.00,246.00,203.00,58.00
1654.00,0.00,1587.64,12907500.00,53.00,60.00,87.00,166.00,590.00,518.00,152.00
1654.00,1.00,1560.54,10065475.00,61.00,63.00,61.00,123.00,495.00,344.00,143.00
1654.00,2.00,1452.67,2251640.00,22.00,17.00,33.00,21.00,114.00,72.00,31.00
1654.00,3.00,1674.48,20319775.00,112.00,74.00,128.00,230.00,784.00,730.00,369.00
1655.00,0.00,1533.15,6354900.00,24.00,24.00,51.00,87.00,310.00,296.00,37.00
1655.00,1.00,1639.91,959345.00,9.00,10.00,7.00,3.00,44.00,17.00,27.00
1655.00,2.00,1568.23,4939920.00,37.00,19.00,22.00,46.00,263.00,187.00,56.00
1655.00,3.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1655.00,4.00,2025.67,3322100.00,10.00,6.00,16.00,23.00,63.00,107.00,103.00
1655.00,5.00,1544.05,2455040.00,7.00,26.00,25.00,32.00,116.00,67.00,45.00
1655.00,6.00,1818.34,8882580.00,13.00,36.00,44.00,119.00,299.00,221.00,245.00
1655.00,7.00,1792.50,2007600.00,8.00,10.00,8.00,14.00,56.00,93.00,35.00
1656.00,0.00,1498.38,2974275.00,12.00,19.00,45.00,42.00,141.00,96.00,42.00
1657.00,0.00,1522.84,822335.00,7.00,0.00,10.00,2.00,41.00,48.00,0.00
1658.00,0.00,1435.21,8324205.00,27.00,74.00,62.00,91.00,552.00,321.00,33.00
1659.00,0.00,1688.12,4954630.00,35.00,41.00,23.00,60.00,162.00,144.00,122.00
1659.00,1.00,1692.98,9302925.00,46.00,65.00,73.00,69.00,375.00,246.00,225.00
1659.00,2.00,1812.65,7268745.00,19.00,18.00,20.00,67.00,277.00,244.00,157.00
1659.00,3.00,1530.41,1782930.00,31.00,12.00,24.00,13.00,81.00,15.00,57.00
1660.00,0.00,1562.25,1718480.00,10.00,19.00,15.00,20.00,40.00,105.00,11.00
1661.00,0.00,1775.55,17711085.00,63.00,103.00,94.00,171.00,553.00,599.00,412.00
1662.00,0.00,1648.54,11927195.00,43.00,95.00,96.00,119.00,428.00,462.00,204.00
1663.00,0.00,1810.15,9449005.00,38.00,68.00,35.00,42.00,310.00,329.00,222.00
1664.00,0.00,1627.15,10015095.00,36.00,58.00,68.00,113.00,453.00,335.00,168.00
1665.00,0.00,264.00,7920.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
1666.00,0.00,1808.44,12903205.00,49.00,24.00,85.00,124.00,420.00,414.00,311.00
1667.00,0.00,1486.08,2504040.00,24.00,23.00,16.00,28.00,140.00,65.00,41.00
1668.00,0.00,1633.26,8590970.00,30.00,27.00,45.00,82.00,388.00,403.00,77.00
1669.00,0.00,1281.85,1179300.00,15.00,3.00,8.00,19.00,108.00,31.00,0.00
1670.00,0.00,1505.07,6863115.00,48.00,59.00,42.00,97.00,348.00,225.00,93.00
1670.00,1.00,1993.10,3956300.00,7.00,11.00,13.00,19.00,122.00,102.00,123.00
1670.00,2.00,1787.09,19523950.00,57.00,82.00,114.00,172.00,709.00,574.00,477.00
1671.00,0.00,396.00,21780.00,6.00,1.00,4.00,0.00,0.00,0.00,0.00
1672.00,0.00,1417.29,5619540.00,57.00,31.00,55.00,99.00,283.00,231.00,37.00
1672.00,1.00,1518.93,9273065.00,44.00,37.00,67.00,92.00,524.00,406.00,51.00
1672.00,2.00,2486.35,2038810.00,7.00,1.00,4.00,0.00,31.00,16.00,105.00
1672.00,3.00,1647.92,11444825.00,55.00,54.00,77.00,119.00,445.00,472.00,167.00
1672.00,4.00,1474.24,6700405.00,20.00,48.00,64.00,103.00,406.00,187.00,81.00
1673.00,0.00,1825.37,1131730.00,9.00,7.00,4.00,10.00,19.00,48.00,27.00
1674.00,0.00,1833.83,8600685.00,38.00,40.00,55.00,58.00,274.00,226.00,247.00
1675.00,0.00,1486.75,8244020.00,52.00,77.00,76.00,133.00,408.00,230.00,133.00
1675.00,1.00,1729.44,1193315.00,6.00,12.00,5.00,3.00,37.00,55.00,20.00
1676.00,0.00,1421.82,3846015.00,13.00,45.00,30.00,53.00,241.00,131.00,28.00
1677.00,0.00,1678.87,19214630.00,72.00,65.00,90.00,183.00,863.00,719.00,297.00
1677.00,1.00,1336.02,855050.00,7.00,11.00,6.00,19.00,44.00,41.00,0.00
1677.00,2.00,1743.85,10724705.00,37.00,40.00,46.00,82.00,477.00,319.00,229.00
1677.00,3.00,1645.45,15524820.00,77.00,79.00,103.00,137.00,645.00,612.00,234.00
1677.00,4.00,1540.93,1641095.00,5.00,1.00,2.00,2.00,157.00,29.00,17.00
1677.00,5.00,2051.30,5487240.00,12.00,2.00,11.00,35.00,148.00,158.00,169.00
1678.00,0.00,1708.27,4620860.00,7.00,36.00,30.00,52.00,140.00,198.00,78.00
1679.00,0.00,992.24,104185.00,8.00,0.00,0.00,1.00,11.00,0.00,1.00
1680.00,0.00,1613.53,2936625.00,20.00,22.00,25.00,46.00,129.00,35.00,87.00
1681.00,0.00,1476.66,5315960.00,45.00,58.00,35.00,64.00,279.00,163.00,76.00
1681.00,1.00,2126.12,435855.00,7.00,0.00,1.00,0.00,1.00,16.00,16.00
1682.00,0.00,1789.03,3587015.00,18.00,17.00,23.00,24.00,133.00,85.00,101.00
1683.00,0.00,1577.47,13755550.00,76.00,117.00,111.00,153.00,596.00,456.00,235.00
1684.00,0.00,1293.05,1603385.00,7.00,9.00,7.00,39.00,149.00,37.00,0.00
1685.00,0.00,2046.14,654765.00,11.00,0.00,0.00,2.00,4.00,25.00,22.00
1685.00,1.00,1535.66,2349555.00,17.00,14.00,16.00,34.00,99.00,102.00,24.00
1686.00,0.00,1700.53,16614195.00,87.00,85.00,111.00,174.00,624.00,498.00,375.00
1686.00,1.00,971.98,306175.00,9.00,9.00,10.00,6.00,22.00,7.00,0.00
1687.00,0.00,1698.32,11760860.00,54.00,57.00,78.00,116.00,469.00,357.00,254.00
1688.00,0.00,1643.68,27654965.00,87.00,134.00,205.00,329.00,1171.00,984.00,455.00
1688.00,1.00,1242.26,602495.00,20.00,4.00,2.00,6.00,38.00,27.00,0.00
1688.00,2.00,1867.76,19648850.00,43.00,57.00,68.00,167.00,686.00,573.00,510.00
1689.00,0.00,1553.55,2454605.00,11.00,27.00,37.00,27.00,84.00,84.00,46.00
1689.00,1.00,1625.84,16502255.00,101.00,110.00,122.00,198.00,676.00,476.00,347.00
1689.00,2.00,1533.37,4462100.00,17.00,16.00,29.00,71.00,292.00,77.00,80.00
1689.00,3.00,1677.88,8271955.00,35.00,27.00,71.00,93.00,322.00,279.00,159.00
1689.00,4.00,1730.53,17218765.00,57.00,81.00,79.00,176.00,697.00,531.00,369.00
1690.00,0.00,2004.89,11888995.00,17.00,31.00,21.00,48.00,329.00,430.00,310.00
1691.00,0.00,1615.85,5017210.00,28.00,22.00,43.00,70.00,155.00,245.00,58.00
1691.00,1.00,1659.86,8506765.00,27.00,32.00,67.00,98.00,397.00,230.00,174.00
1691.00,2.00,1691.25,11635770.00,76.00,58.00,54.00,98.00,441.00,436.00,213.00
1692.00,0.00,1606.85,3936775.00,43.00,37.00,37.00,22.00,122.00,153.00,76.00
1693.00,0.00,1638.20,696235.00,12.00,2.00,0.00,9.00,18.00,33.00,11.00
1694.00,0.00,1842.74,11600050.00,20.00,22.00,67.00,73.00,363.00,496.00,218.00
1694.00,1.00,1611.56,7219770.00,43.00,18.00,43.00,102.00,346.00,220.00,124.00
1695.00,0.00,1742.81,8609465.00,37.00,26.00,24.00,95.00,328.00,317.00,161.00
1696.00,0.00,1474.71,6311755.00,28.00,43.00,80.00,97.00,308.00,236.00,64.00
1697.00,0.00,1743.19,7861775.00,37.00,23.00,47.00,80.00,287.00,257.00,171.00
1698.00,0.00,1461.71,124245.00,5.00,0.00,1.00,0.00,0.00,11.00,0.00
1699.00,0.00,1614.76,7993075.00,44.00,42.00,53.00,94.00,350.00,274.00,133.00
1700.00,0.00,1801.28,7475305.00,22.00,28.00,53.00,46.00,253.00,260.00,168.00
1701.00,0.00,1886.61,2763885.00,17.00,3.00,6.00,20.00,79.00,101.00,67.00
1702.00,0.00,1899.61,10153390.00,20.00,35.00,42.00,63.00,304.00,353.00,252.00
1702.00,1.00,1846.78,8652185.00,46.00,24.00,30.00,56.00,231.00,372.00,178.00
1703.00,0.00,1153.87,778860.00,6.00,20.00,11.00,13.00,67.00,17.00,1.00
1704.00,0.00,1732.93,12390445.00,67.00,92.00,54.00,105.00,424.00,403.00,285.00
1704.00,1.00,2022.28,1365040.00,8.00,6.00,5.00,5.00,30.00,31.00,50.00
